record_id,country_code,country_name,region,income_group,year,education_level,population_school_age_millions,literacy_rate_youth,literacy_rate_adult,primary_enrollment_rate,secondary_enrollment_rate,tertiary_enrollment_rate,gender_parity_index_primary,gender_parity_index_secondary,govt_expenditure_education_pct_gdp,pupil_teacher_ratio_primary,primary_completion_rate,sdg4_index_score
13531,MAR,Morocco,Middle East & North Africa,High income,2011,Tertiary,5.32,99.83,94.55,95.14,86.2,64.3,0.966,0.961,5.9,8.2,83.14,70.87
13532,MAR,Morocco,Middle East & North Africa,High income,2012,Primary,2.7,97.26,92.51,97.28,81.65,63.71,0.981,0.945,5.34,12.0,86.55,68.6
13533,MAR,Morocco,Middle East & North Africa,High income,2012,Secondary,2.7,97.26,92.51,97.28,81.65,63.71,0.981,0.945,5.34,12.0,86.55,68.6
13534,MAR,Morocco,Middle East & North Africa,High income,2012,Tertiary,2.7,97.26,92.51,97.28,81.65,63.71,0.981,0.945,5.34,12.0,86.55,68.6
13535,MAR,Morocco,Middle East & North Africa,High income,2013,Primary,1.55,99.9,94.59,92.51,86.88,64.88,0.974,0.981,5.27,8.0,81.3,70.19
13536,MAR,Morocco,Middle East & North Africa,High income,2013,Secondary,1.55,99.9,94.59,92.51,86.88,64.88,0.974,0.981,5.27,8.0,81.3,70.19
13537,MAR,Morocco,Middle East & North Africa,High income,2013,Tertiary,1.55,99.9,94.59,92.51,86.88,64.88,0.974,0.981,5.27,8.0,81.3,70.19
13538,MAR,Morocco,Middle East & North Africa,High income,2014,Primary,3.9,99.9,95.89,95.7,88.16,64.46,0.972,0.959,5.42,8.2,84.81,70.32
13539,MAR,Morocco,Middle East & North Africa,High income,2014,Secondary,3.9,99.9,95.89,95.7,88.16,64.46,0.972,0.959,5.42,8.2,84.81,70.32
13540,MAR,Morocco,Middle East & North Africa,High income,2014,Tertiary,3.9,99.9,95.89,95.7,88.16,64.46,0.972,0.959,5.42,8.2,84.81,70.32
13541,MAR,Morocco,Middle East & North Africa,High income,2015,Primary,10.07,99.9,95.39,93.33,90.1,61.82,0.962,0.969,5.41,8.0,84.92,71.2
13542,MAR,Morocco,Middle East & North Africa,High income,2015,Secondary,10.07,99.9,95.39,93.33,90.1,61.82,0.962,0.969,5.41,8.0,84.92,71.2
13543,MAR,Morocco,Middle East & North Africa,High income,2015,Tertiary,10.07,99.9,95.39,93.33,90.1,61.82,0.962,0.969,5.41,8.0,84.92,71.2
13544,MAR,Morocco,Middle East & North Africa,High income,2016,Primary,4.8,99.9,95.01,100.58,89.43,67.5,0.977,0.96,5.55,8.0,89.26,72.51
13545,MAR,Morocco,Middle East & North Africa,High income,2016,Secondary,4.8,99.9,95.01,100.58,89.43,67.5,0.977,0.96,5.55,8.0,89.26,72.51
13546,MAR,Morocco,Middle East & North Africa,High income,2016,Tertiary,4.8,99.9,95.01,100.58,89.43,67.5,0.977,0.96,5.55,8.0,89.26,72.51
13547,MAR,Morocco,Middle East & North Africa,High income,2017,Primary,4.81,99.9,96.08,95.41,85.98,58.46,0.983,1.009,5.07,8.0,84.84,69.81
13548,MAR,Morocco,Middle East & North Africa,High income,2017,Secondary,4.81,99.9,96.08,95.41,85.98,58.46,0.983,1.009,5.07,8.0,84.84,69.81
13549,MAR,Morocco,Middle East & North Africa,High income,2017,Tertiary,4.81,99.9,96.08,95.41,85.98,58.46,0.983,1.009,5.07,8.0,84.84,69.81
13550,MAR,Morocco,Middle East & North Africa,High income,2018,Primary,6.9,99.9,98.01,93.97,87.33,64.71,0.984,0.991,5.26,8.8,81.02,70.81
13551,MAR,Morocco,Middle East & North Africa,High income,2018,Secondary,6.9,99.9,98.01,93.97,87.33,64.71,0.984,0.991,5.26,8.8,81.02,70.81
13552,MAR,Morocco,Middle East & North Africa,High income,2018,Tertiary,6.9,99.9,98.01,93.97,87.33,64.71,0.984,0.991,5.26,8.8,81.02,70.81
13553,MAR,Morocco,Middle East & North Africa,High income,2019,Primary,6.97,97.18,94.48,95.38,90.18,70.13,0.964,0.971,5.28,8.0,82.04,69.12
13554,MAR,Morocco,Middle East & North Africa,High income,2019,Secondary,6.97,97.18,94.48,95.38,90.18,70.13,0.964,0.971,5.28,8.0,82.04,69.12
13555,MAR,Morocco,Middle East & North Africa,High income,2019,Tertiary,6.97,97.18,94.48,95.38,90.18,70.13,0.964,0.971,5.28,8.0,82.04,69.12
13556,MAR,Morocco,Middle East & North Africa,High income,2020,Primary,13.23,99.9,97.32,98.51,88.54,63.13,0.977,0.948,4.45,8.0,85.46,71.09
13557,MAR,Morocco,Middle East & North Africa,High income,2020,Secondary,13.23,99.9,97.32,98.51,88.54,63.13,0.977,0.948,4.45,8.0,85.46,71.09
13558,MAR,Morocco,Middle East & North Africa,High income,2020,Tertiary,13.23,99.9,97.32,98.51,88.54,63.13,0.977,0.948,4.45,8.0,85.46,71.09
13559,MAR,Morocco,Middle East & North Africa,High income,2021,Primary,6.38,99.9,96.29,99.15,86.3,63.34,0.988,0.989,5.56,8.5,88.17,68.88
13560,MAR,Morocco,Middle East & North Africa,High income,2021,Secondary,6.38,99.9,96.29,99.15,86.3,63.34,0.988,0.989,5.56,8.5,88.17,68.88
13561,MAR,Morocco,Middle East & North Africa,High income,2021,Tertiary,6.38,99.9,96.29,99.15,86.3,63.34,0.988,0.989,5.56,8.5,88.17,68.88
13562,MAR,Morocco,Middle East & North Africa,High income,2022,Primary,5.75,99.9,97.23,99.34,87.85,66.02,0.954,0.966,5.69,8.6,87.0,71.97
13563,MAR,Morocco,Middle East & North Africa,High income,2022,Secondary,5.75,99.9,97.23,99.34,87.85,66.02,0.954,0.966,5.69,8.6,87.0,71.97
13564,MAR,Morocco,Middle East & North Africa,High income,2022,Tertiary,5.75,99.9,97.23,99.34,87.85,66.02,0.954,0.966,5.69,8.6,87.0,71.97
13565,MAR,Morocco,Middle East & North Africa,High income,2023,Primary,5.81,99.9,98.46,97.38,83.62,70.58,0.981,0.998,4.93,9.4,83.3,69.86
13566,MAR,Morocco,Middle East & North Africa,High income,2023,Secondary,5.81,99.9,98.46,97.38,83.62,70.58,0.981,0.998,4.93,9.4,83.3,69.86
13567,MAR,Morocco,Middle East & North Africa,High income,2023,Tertiary,5.81,99.9,98.46,97.38,83.62,70.58,0.981,0.998,4.93,9.4,83.3,69.86
13568,MAR,Morocco,Middle East & North Africa,High income,2024,Primary,5.96,99.9,96.77,95.97,90.03,67.44,0.982,1.032,5.38,8.3,85.89,70.11
13569,MAR,Morocco,Middle East & North Africa,High income,2024,Secondary,5.96,99.9,96.77,95.97,90.03,67.44,0.982,1.032,5.38,8.3,85.89,70.11
13570,MAR,Morocco,Middle East & North Africa,High income,2024,Tertiary,5.96,99.9,96.77,95.97,90.03,67.44,0.982,1.032,5.38,8.3,85.89,70.11
13571,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,1990,Primary,6.41,67.0,62.71,79.68,68.77,38.79,0.889,0.857,3.72,37.4,68.13,53.47
13572,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,1990,Secondary,6.41,67.0,62.71,79.68,68.77,38.79,0.889,0.857,3.72,37.4,68.13,53.47
13573,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,1990,Tertiary,6.41,67.0,62.71,79.68,68.77,38.79,0.889,0.857,3.72,37.4,68.13,53.47
13574,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,1991,Primary,1.66,68.29,62.94,82.01,65.9,43.26,0.876,0.841,4.25,36.7,76.01,53.96
13575,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,1991,Secondary,1.66,68.29,62.94,82.01,65.9,43.26,0.876,0.841,4.25,36.7,76.01,53.96
13576,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,1991,Tertiary,1.66,68.29,62.94,82.01,65.9,43.26,0.876,0.841,4.25,36.7,76.01,53.96
13577,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,1992,Primary,0.42,69.0,64.14,86.26,64.82,38.72,0.899,0.857,3.35,32.4,74.03,53.33
13578,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,1992,Secondary,0.42,69.0,64.14,86.26,64.82,38.72,0.899,0.857,3.35,32.4,74.03,53.33
13579,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,1992,Tertiary,0.42,69.0,64.14,86.26,64.82,38.72,0.899,0.857,3.35,32.4,74.03,53.33
13580,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,1993,Primary,6.33,67.45,63.36,83.86,70.51,31.47,0.879,0.843,3.64,35.2,72.59,54.13
13581,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,1993,Secondary,6.33,67.45,63.36,83.86,70.51,31.47,0.879,0.843,3.64,35.2,72.59,54.13
13582,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,1993,Tertiary,6.33,67.45,63.36,83.86,70.51,31.47,0.879,0.843,3.64,35.2,72.59,54.13
13583,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,1994,Primary,5.03,71.47,66.96,83.49,65.79,41.97,0.904,0.892,3.79,35.9,75.06,53.6
13584,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,1994,Secondary,5.03,71.47,66.96,83.49,65.79,41.97,0.904,0.892,3.79,35.9,75.06,53.6
13585,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,1994,Tertiary,5.03,71.47,66.96,83.49,65.79,,0.904,0.892,3.79,35.9,75.06,53.6
13586,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,1995,Primary,0.8,68.75,64.31,85.21,67.54,38.21,0.89,0.886,3.81,36.2,75.17,55.58
13587,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,1995,Secondary,0.8,68.75,64.31,85.21,67.54,38.21,0.89,0.886,3.81,36.2,75.17,55.58
13588,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,1995,Tertiary,0.8,68.75,64.31,85.21,67.54,38.21,0.89,0.886,3.81,36.2,75.17,55.58
13589,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,1996,Primary,4.61,70.08,63.52,84.45,72.75,40.61,0.89,0.875,3.58,34.2,72.02,56.19
13590,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,1996,Secondary,4.61,70.08,63.52,84.45,72.75,40.61,0.89,0.875,3.58,34.2,72.02,56.19
13591,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,1996,Tertiary,4.61,70.08,63.52,84.45,72.75,40.61,0.89,0.875,3.58,34.2,72.02,56.19
13592,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,1997,Primary,4.3,70.64,65.03,82.44,63.14,38.84,0.906,0.921,3.47,38.6,74.21,54.09
13593,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,1997,Secondary,4.3,70.64,65.03,82.44,63.14,38.84,0.906,0.921,3.47,38.6,74.21,54.09
13594,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,1997,Tertiary,4.3,70.64,65.03,82.44,63.14,38.84,0.906,0.921,3.47,38.6,74.21,54.09
13595,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,1998,Primary,2.26,67.9,63.23,84.75,66.85,39.35,0.909,0.889,3.43,35.9,73.67,54.46
13596,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,1998,Secondary,2.26,67.9,63.23,84.75,66.85,39.35,0.909,0.889,3.43,35.9,73.67,54.46
13597,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,1998,Tertiary,2.26,67.9,63.23,84.75,66.85,39.35,0.909,0.889,3.43,35.9,73.67,54.46
13598,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,1999,Primary,7.1,71.62,66.44,86.31,71.62,42.06,0.9,0.853,4.05,34.8,73.94,56.48
13599,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,1999,Secondary,7.1,71.62,66.44,86.31,71.62,42.06,0.9,0.853,4.05,34.8,73.94,56.48
13600,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,1999,Tertiary,7.1,71.62,66.44,86.31,71.62,42.06,0.9,0.853,4.05,34.8,73.94,56.48
13601,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,2000,Primary,10.47,71.31,65.74,84.9,68.37,42.14,0.903,0.9,3.6,32.8,75.87,56.65
13602,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,2000,Secondary,10.47,71.31,65.74,84.9,68.37,42.14,0.903,0.9,3.6,32.8,75.87,56.65
13603,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,2000,Tertiary,10.47,71.31,65.74,84.9,68.37,42.14,0.903,0.9,3.6,32.8,75.87,56.65
13604,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,2001,Primary,1.75,69.73,65.0,83.73,71.64,44.58,0.894,0.902,3.56,33.4,72.26,55.6
13605,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,2001,Secondary,1.75,69.73,65.0,83.73,71.64,44.58,0.894,0.902,3.56,33.4,72.26,55.6
13606,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,2001,Tertiary,1.75,69.73,65.0,83.73,71.64,44.58,0.894,0.902,3.56,33.4,72.26,55.6
13607,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,2002,Primary,1.06,72.64,65.88,86.47,69.28,46.87,0.92,0.842,3.62,34.1,76.88,56.81
13608,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,2002,Secondary,1.06,72.64,65.88,86.47,69.28,46.87,0.92,0.842,3.62,34.1,76.88,56.81
13609,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,2002,Tertiary,1.06,72.64,65.88,86.47,69.28,46.87,0.92,0.842,3.62,34.1,76.88,56.81
13610,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,2003,Primary,0.96,71.35,67.33,85.02,64.9,48.56,0.913,0.886,3.15,32.7,75.65,55.34
13611,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,2003,Secondary,0.96,71.35,67.33,85.02,64.9,48.56,0.913,0.886,3.15,32.7,75.65,55.34
13612,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,2003,Tertiary,0.96,71.35,67.33,85.02,64.9,48.56,0.913,0.886,3.15,32.7,75.65,55.34
13613,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,2004,Primary,1.72,73.41,67.29,86.08,68.43,43.65,0.907,0.905,3.98,32.9,77.77,57.97
13614,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,2004,Secondary,1.72,73.41,67.29,86.08,68.43,43.65,0.907,0.905,3.98,,77.77,57.97
13615,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,2004,Tertiary,1.72,73.41,67.29,86.08,68.43,43.65,0.907,0.905,3.98,32.9,77.77,57.97
13616,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,2005,Primary,4.61,70.62,65.7,88.88,68.09,44.19,0.902,0.9,3.38,31.7,76.11,55.4
13617,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,2005,Secondary,4.61,70.62,65.7,88.88,68.09,44.19,0.902,0.9,3.38,31.7,76.11,55.4
13618,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,2005,Tertiary,4.61,70.62,65.7,88.88,68.09,44.19,0.902,0.9,3.38,31.7,76.11,55.4
13619,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,2006,Primary,3.14,70.84,66.97,86.85,68.49,45.93,0.925,0.933,3.08,35.7,76.69,55.68
13620,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,2006,Secondary,3.14,70.84,66.97,86.85,68.49,45.93,0.925,0.933,3.08,35.7,76.69,55.68
13621,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,2006,Tertiary,3.14,70.84,66.97,86.85,68.49,45.93,0.925,0.933,3.08,35.7,76.69,55.68
13622,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,2007,Primary,2.34,71.82,66.07,90.33,71.8,38.05,0.915,0.907,3.53,34.6,78.53,58.8
13623,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,2007,Secondary,2.34,71.82,66.07,90.33,71.8,38.05,0.915,0.907,3.53,34.6,78.53,58.8
13624,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,2007,Tertiary,2.34,71.82,66.07,90.33,71.8,38.05,0.915,0.907,3.53,34.6,78.53,58.8
13625,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,2008,Primary,3.28,74.27,68.68,91.63,72.72,45.08,0.921,0.906,3.57,33.9,78.77,58.84
13626,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,2008,Secondary,3.28,74.27,68.68,91.63,72.72,45.08,0.921,0.906,3.57,33.9,78.77,58.84
13627,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,2008,Tertiary,3.28,74.27,68.68,91.63,72.72,45.08,0.921,0.906,3.57,33.9,78.77,58.84
13628,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,2009,Primary,6.26,75.01,69.91,84.02,75.08,46.71,0.924,0.922,2.84,33.9,73.12,57.04
13629,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,2009,Secondary,6.26,75.01,69.91,84.02,75.08,46.71,0.924,0.922,2.84,33.9,73.12,57.04
13630,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,2009,Tertiary,6.26,75.01,69.91,84.02,75.08,46.71,0.924,0.922,2.84,33.9,73.12,57.04
13631,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,2010,Primary,1.39,71.65,67.86,86.72,70.74,52.03,0.918,0.891,3.77,34.7,77.65,57.03
13632,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,2010,Secondary,1.39,71.65,67.86,86.72,70.74,52.03,0.918,0.891,3.77,34.7,77.65,57.03
13633,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,2010,Tertiary,1.39,71.65,67.86,86.72,70.74,52.03,0.918,0.891,3.77,34.7,77.65,57.03
13634,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,2011,Primary,1.56,72.35,68.35,89.88,73.79,52.19,0.939,0.928,3.03,33.5,77.98,58.37
13635,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,2011,Secondary,1.56,72.35,68.35,89.88,73.79,52.19,0.939,0.928,3.03,33.5,77.98,58.37
13636,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,2011,Tertiary,1.56,72.35,68.35,89.88,73.79,52.19,0.939,0.928,3.03,33.5,77.98,58.37
13637,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,2012,Primary,3.0,74.27,68.27,90.88,73.24,57.89,0.948,0.9,3.88,33.6,78.42,57.76
13638,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,2012,Secondary,3.0,74.27,68.27,90.88,73.24,57.89,0.948,0.9,3.88,33.6,78.42,57.76
13639,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,2012,Tertiary,3.0,74.27,68.27,90.88,73.24,57.89,0.948,0.9,3.88,33.6,78.42,57.76
13640,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,2013,Primary,1.17,77.21,69.86,88.53,70.01,49.74,0.929,0.962,4.2,34.7,76.73,59.77
13641,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,2013,Secondary,1.17,77.21,69.86,88.53,70.01,49.74,0.929,0.962,4.2,34.7,76.73,59.77
13642,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,2013,Tertiary,1.17,77.21,69.86,88.53,70.01,49.74,0.929,0.962,4.2,34.7,76.73,59.77
13643,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,2014,Primary,14.11,71.24,66.88,90.19,70.35,52.25,0.918,0.884,4.25,,77.93,58.54
13644,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,2014,Secondary,14.11,71.24,66.88,90.19,70.35,52.25,0.918,0.884,4.25,32.0,77.93,58.54
13645,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,2014,Tertiary,14.11,71.24,66.88,90.19,70.35,52.25,0.918,0.884,4.25,32.0,77.93,58.54
13646,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,2015,Primary,6.86,73.46,67.33,88.46,75.97,46.56,0.934,0.925,3.51,33.8,75.83,58.22
13647,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,2015,Secondary,6.86,73.46,67.33,88.46,75.97,46.56,0.934,0.925,3.51,33.8,75.83,58.22
13648,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,2015,Tertiary,6.86,73.46,67.33,88.46,75.97,46.56,0.934,0.925,3.51,33.8,75.83,58.22
13649,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,2016,Primary,2.99,71.63,66.26,90.92,72.23,56.68,0.946,0.945,3.0,34.2,79.3,56.46
13650,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,2016,Secondary,2.99,71.63,66.26,90.92,72.23,56.68,0.946,0.945,3.0,34.2,79.3,56.46
13651,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,2016,Tertiary,2.99,71.63,66.26,90.92,72.23,56.68,0.946,0.945,3.0,34.2,79.3,56.46
13652,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,2017,Primary,11.04,75.44,70.51,93.56,77.07,45.85,0.942,0.939,3.99,35.7,84.15,60.5
13653,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,2017,Secondary,11.04,75.44,70.51,93.56,77.07,45.85,0.942,0.939,3.99,35.7,84.15,60.5
13654,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,2017,Tertiary,11.04,75.44,70.51,93.56,77.07,45.85,0.942,0.939,3.99,35.7,84.15,60.5
13655,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,2018,Primary,3.09,76.22,70.12,90.2,74.39,55.1,0.942,0.974,3.32,30.3,78.82,60.16
13656,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,2018,Secondary,3.09,76.22,70.12,90.2,74.39,55.1,0.942,0.974,3.32,30.3,78.82,60.16
13657,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,2018,Tertiary,3.09,76.22,70.12,90.2,74.39,55.1,0.942,0.974,3.32,30.3,78.82,60.16
13658,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,2019,Primary,4.63,75.94,71.08,92.66,79.14,48.88,0.958,0.91,3.14,35.7,83.77,61.81
13659,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,2019,Secondary,4.63,75.94,71.08,92.66,79.14,48.88,0.958,0.91,3.14,35.7,83.77,61.81
13660,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,2019,Tertiary,4.63,75.94,71.08,92.66,79.14,48.88,0.958,0.91,3.14,35.7,83.77,61.81
13661,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,2020,Primary,3.7,74.04,69.89,89.26,78.13,52.56,0.962,0.933,3.41,33.3,76.92,58.57
13662,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,2020,Secondary,3.7,74.04,69.89,89.26,78.13,52.56,0.962,0.933,3.41,33.3,76.92,58.57
13663,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,2020,Tertiary,3.7,74.04,69.89,89.26,78.13,52.56,0.962,0.933,3.41,33.3,76.92,58.57
13664,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,2021,Primary,1.93,77.43,71.69,89.14,74.59,54.43,0.924,0.956,2.87,34.2,77.8,60.99
13665,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,2021,Secondary,1.93,77.43,71.69,89.14,74.59,54.43,0.924,0.956,2.87,34.2,77.8,60.99
13666,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,2021,Tertiary,1.93,77.43,71.69,89.14,74.59,54.43,0.924,0.956,2.87,34.2,77.8,60.99
13667,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,2022,Primary,1.91,77.69,72.27,92.14,76.06,52.4,0.964,0.916,4.0,32.0,79.44,59.54
13668,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,2022,Secondary,1.91,77.69,72.27,92.14,76.06,52.4,0.964,0.916,4.0,32.0,79.44,59.54
13669,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,2022,Tertiary,1.91,77.69,72.27,92.14,76.06,52.4,0.964,0.916,4.0,32.0,79.44,59.54
13670,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,2023,Primary,5.33,76.2,70.81,95.41,75.11,55.35,0.945,0.958,3.77,30.8,82.16,61.78
13671,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,2023,Secondary,5.33,76.2,70.81,95.41,75.11,55.35,0.945,0.958,3.77,30.8,82.16,61.78
13672,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,2023,Tertiary,5.33,76.2,70.81,95.41,75.11,55.35,0.945,0.958,3.77,30.8,82.16,61.78
13673,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,2024,Primary,13.97,74.63,69.91,91.64,83.76,59.36,0.945,0.955,3.73,32.5,84.27,62.5
13674,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,2024,Secondary,13.97,74.63,69.91,91.64,83.76,59.36,0.945,0.955,3.73,32.5,84.27,62.5
13675,NGA,Nigeria,Sub-Saharan Africa,Upper middle income,2024,Tertiary,13.97,74.63,69.91,91.64,83.76,59.36,0.945,0.955,3.73,32.5,84.27,62.5
13676,NOR,Norway,Europe & Central Asia,High income,1990,Primary,13.92,99.9,99.8,87.34,77.34,51.88,0.942,0.903,5.73,8.0,77.51,67.77
13677,NOR,Norway,Europe & Central Asia,High income,1990,Secondary,13.92,99.9,99.8,87.34,77.34,51.88,0.942,0.903,5.73,8.0,77.51,67.77
13678,NOR,Norway,Europe & Central Asia,High income,1990,Tertiary,13.92,99.9,99.8,87.34,77.34,51.88,0.942,0.903,5.73,8.0,77.51,67.77
13679,NOR,Norway,Europe & Central Asia,High income,1991,Primary,5.55,99.9,99.8,88.45,73.88,49.85,0.907,0.926,6.43,8.0,75.95,67.76
13680,NOR,Norway,Europe & Central Asia,High income,1991,Secondary,5.55,99.9,99.8,88.45,73.88,49.85,0.907,0.926,6.43,8.0,75.95,67.76
13681,NOR,Norway,Europe & Central Asia,High income,1991,Tertiary,5.55,99.9,99.8,88.45,73.88,49.85,0.907,0.926,6.43,8.0,75.95,67.76
13682,NOR,Norway,Europe & Central Asia,High income,1992,Primary,4.23,99.9,99.8,90.14,74.54,57.11,0.913,0.919,6.37,8.0,80.05,67.69
13683,NOR,Norway,Europe & Central Asia,High income,1992,Secondary,4.23,99.9,99.8,90.14,74.54,57.11,0.913,0.919,6.37,8.0,80.05,67.69
13684,NOR,Norway,Europe & Central Asia,High income,1992,Tertiary,4.23,99.9,99.8,90.14,74.54,57.11,0.913,0.919,6.37,8.0,80.05,67.69
13685,NOR,Norway,Europe & Central Asia,High income,1993,Primary,5.0,99.9,99.8,85.93,76.64,54.63,0.918,0.909,5.58,8.0,74.92,66.17
13686,NOR,Norway,Europe & Central Asia,High income,1993,Secondary,5.0,99.9,99.8,85.93,76.64,54.63,0.918,0.909,5.58,8.0,74.92,66.17
13687,NOR,Norway,Europe & Central Asia,High income,1993,Tertiary,5.0,99.9,99.8,85.93,76.64,54.63,0.918,0.909,5.58,8.0,74.92,66.17
13688,NOR,Norway,Europe & Central Asia,High income,1994,Primary,2.38,99.9,99.8,90.95,76.69,59.08,0.932,0.902,5.47,8.0,80.86,67.78
13689,NOR,Norway,Europe & Central Asia,High income,1994,Secondary,2.38,99.9,99.8,90.95,76.69,59.08,0.932,0.902,5.47,8.0,80.86,67.78
13690,NOR,Norway,Europe & Central Asia,High income,1994,Tertiary,2.38,99.9,99.8,90.95,76.69,59.08,0.932,0.902,5.47,8.0,80.86,67.78
13691,NOR,Norway,Europe & Central Asia,High income,1995,Primary,1.48,99.9,99.8,88.11,81.18,55.7,0.919,0.901,5.43,8.0,76.29,67.62
13692,NOR,Norway,Europe & Central Asia,High income,1995,Secondary,1.48,99.9,99.8,88.11,81.18,55.7,0.919,0.901,5.43,8.0,76.29,67.62
